negara,provinsi,tanggal,terkonfirmasi,meninggal,sembuh,aktif
Russia,Kaliningrad Oblast,2021-10-15,58997,814,,
Russia,Kalmykia Republic,2021-10-15,31336,633,,
Russia,Kaluga Oblast,2021-10-15,50283,776,,
Russia,Kamchatka Krai,2021-10-15,20332,393,,
Russia,Karachay-Cherkess Republic,2021-10-15,26330,689,,
Russia,Karelia Republic,2021-10-15,69424,922,,
Russia,Kemerovo Oblast,2021-10-15,59314,1379,,
Russia,Khabarovsk Krai,2021-10-15,88426,850,,
Russia,Khakassia Republic,2021-10-15,40879,1204,,
Russia,Khanty-Mansi Autonomous Okrug,2021-10-15,78188,1178,,
Russia,Kirov Oblast,2021-10-15,59982,560,,
Russia,Komi Republic,2021-10-15,74037,1878,,
Russia,Kostroma Oblast,2021-10-15,35791,836,,
Russia,Krasnodar Krai,2021-10-15,77335,6737,,
Russia,Krasnoyarsk Krai,2021-10-15,122081,6163,,
Russia,Kurgan Oblast,2021-10-15,35683,748,,
Russia,Kursk Oblast,2021-10-15,61236,1522,,
Russia,Leningrad Oblast,2021-10-15,73103,2503,,
Russia,Lipetsk Oblast,2021-10-15,57018,1830,,
Russia,Magadan Oblast,2021-10-15,11321,268,,
Russia,Mari El Republic,2021-10-15,20702,634,,
Russia,Mordovia Republic,2021-10-15,29565,621,,
Russia,Moscow,2021-10-15,1706129,30021,,
Russia,Moscow Oblast,2021-10-15,475122,8329,,
Russia,Murmansk Oblast,2021-10-15,75231,2188,,
Russia,Nenets Autonomous Okrug,2021-10-15,2504,50,,
Russia,Nizhny Novgorod Oblast,2021-10-15,179105,7117,,
Russia,North Ossetia - Alania Republic,2021-10-15,24050,661,,
Russia,Novgorod Oblast,2021-10-15,46811,466,,
Russia,Novosibirsk Oblast,2021-10-15,66306,3174,,
Russia,Omsk Oblast,2021-10-15,90123,2314,,
Russia,Orel Oblast,2021-10-15,48880,1024,,
Russia,Orenburg Oblast,2021-10-15,82902,2244,,
Russia,Penza Oblast,2021-10-15,74713,3095,,
Russia,Perm Krai,2021-10-15,109583,5297,,
Russia,Primorsky Krai,2021-10-15,72180,1202,,
Russia,Pskov Oblast,2021-10-15,53406,839,,
Russia,Rostov Oblast,2021-10-15,146499,7240,,
Russia,Ryazan Oblast,2021-10-15,44618,1243,,
Russia,Saint Petersburg,2021-10-15,657228,22765,,
Russia,Sakha (Yakutiya) Republic,2021-10-15,57673,1326,,
Russia,Sakhalin Oblast,2021-10-15,33847,330,,
Russia,Samara Oblast,2021-10-15,115345,4246,,
Russia,Saratov Oblast,2021-10-15,93974,3443,,
Russia,Smolensk Oblast,2021-10-15,53730,1822,,
Russia,Stavropol Krai,2021-10-15,91293,3487,,
Russia,Sverdlovsk Oblast,2021-10-15,147139,6935,,
Russia,Tambov Oblast,2021-10-15,45545,990,,
Russia,Tatarstan Republic,2021-10-15,28349,830,,
Russia,Tomsk Oblast,2021-10-15,45195,576,,
Russia,Tula Oblast,2021-10-15,56822,3198,,
Russia,Tver Oblast,2021-10-15,70792,1731,,
Russia,Tyumen Oblast,2021-10-15,65661,2092,,
Russia,Tyva Republic,2021-10-15,27509,282,,
Russia,Udmurt Republic,2021-10-15,57598,2330,,
Russia,Ulyanovsk Oblast,2021-10-15,88235,2784,,
Russia,Vladimir Oblast,2021-10-15,57913,2073,,
Russia,Volgograd Oblast,2021-10-15,97586,3130,,
Russia,Vologda Oblast,2021-10-15,72931,2039,,
Russia,Voronezh Oblast,2021-10-15,142577,4624,,
Russia,Yamalo-Nenets Autonomous Okrug,2021-10-15,52090,714,,
Russia,Yaroslavl Oblast,2021-10-15,64822,1283,,
Russia,Zabaykalsky Krai,2021-10-15,72028,1242,,
Russia,Adygea Republic,2021-10-16,20503,493,,
Russia,Altai Krai,2021-10-16,82368,4554,,
Russia,Altai Republic,2021-10-16,22149,381,,
Russia,Amur Oblast,2021-10-16,37531,468,,
Russia,Arkhangelsk Oblast,2021-10-16,94481,1227,,
Russia,Astrakhan Oblast,2021-10-16,62583,1810,,
Russia,Bashkortostan Republic,2021-10-16,76152,2089,,
Russia,Belgorod Oblast,2021-10-16,57620,1239,,
Russia,Bryansk Oblast,2021-10-16,70009,1639,,
Russia,Buryatia Republic,2021-10-16,60632,1909,,
Russia,Chechen Republic,2021-10-16,23754,660,,
Russia,Chelyabinsk Oblast,2021-10-16,102402,3816,,
Russia,Chukotka Autonomous Okrug,2021-10-16,2110,18,,
Russia,Chuvashia Republic,2021-10-16,35582,2512,,
Russia,Dagestan Republic,2021-10-16,53782,2637,,
Russia,Ingushetia Republic,2021-10-16,22564,348,,
Russia,Irkutsk Oblast,2021-10-16,115274,5017,,
Russia,Ivanovo Oblast,2021-10-16,52069,1710,,
Russia,Jewish Autonomous Okrug,2021-10-16,8618,277,,
Russia,Kabardino-Balkarian Republic,2021-10-16,33332,851,,
Russia,Kaliningrad Oblast,2021-10-16,59298,818,,
Russia,Kalmykia Republic,2021-10-16,31396,634,,
Russia,Kaluga Oblast,2021-10-16,50443,781,,
Russia,Kamchatka Krai,2021-10-16,20372,396,,
Russia,Karachay-Cherkess Republic,2021-10-16,26393,695,,
Russia,Karelia Republic,2021-10-16,69693,926,,
Russia,Kemerovo Oblast,2021-10-16,59513,1385,,
Russia,Khabarovsk Krai,2021-10-16,88735,854,,
Russia,Khakassia Republic,2021-10-16,41036,1216,,
Russia,Khanty-Mansi Autonomous Okrug,2021-10-16,78416,1187,,
Russia,Kirov Oblast,2021-10-16,60191,562,,
Russia,Komi Republic,2021-10-16,74314,1885,,
Russia,Kostroma Oblast,2021-10-16,35948,839,,
Russia,Krasnodar Krai,2021-10-16,77589,6778,,
Russia,Krasnoyarsk Krai,2021-10-16,122552,6187,,
Russia,Kurgan Oblast,2021-10-16,35858,754,,
Russia,Kursk Oblast,2021-10-16,61513,1527,,
Russia,Leningrad Oblast,2021-10-16,73401,2506,,
Russia,Lipetsk Oblast,2021-10-16,57327,1843,,
Russia,Magadan Oblast,2021-10-16,11339,269,,
Russia,Mari El Republic,2021-10-16,20786,639,,
Russia,Mordovia Republic,2021-10-16,29683,626,,
Russia,Moscow,2021-10-16,1712674,30093,,
Russia,Moscow Oblast,2021-10-16,477525,8335,,
Russia,Murmansk Oblast,2021-10-16,75436,2196,,
Russia,Nenets Autonomous Okrug,2021-10-16,2518,51,,
Russia,Nizhny Novgorod Oblast,2021-10-16,179811,7141,,
Russia,North Ossetia - Alania Republic,2021-10-16,24135,661,,
Russia,Novgorod Oblast,2021-10-16,47006,466,,
Russia,Novosibirsk Oblast,2021-10-16,66547,3185,,
Russia,Omsk Oblast,2021-10-16,90518,2324,,
Russia,Orel Oblast,2021-10-16,49112,1027,,
Russia,Orenburg Oblast,2021-10-16,83295,2268,,
Russia,Penza Oblast,2021-10-16,75032,3120,,
Russia,Perm Krai,2021-10-16,110169,5327,,
Russia,Primorsky Krai,2021-10-16,72410,1206,,
Russia,Pskov Oblast,2021-10-16,53653,846,,
Russia,Rostov Oblast,2021-10-16,147069,7273,,
Russia,Ryazan Oblast,2021-10-16,44802,1253,,
Russia,Saint Petersburg,2021-10-16,660316,22832,,
Russia,Sakha (Yakutiya) Republic,2021-10-16,57929,1331,,
Russia,Sakhalin Oblast,2021-10-16,33906,333,,
Russia,Samara Oblast,2021-10-16,116183,4251,,
Russia,Saratov Oblast,2021-10-16,94367,3464,,
Russia,Smolensk Oblast,2021-10-16,54092,1827,,
Russia,Stavropol Krai,2021-10-16,91665,3519,,
Russia,Sverdlovsk Oblast,2021-10-16,147722,6973,,
Russia,Tambov Oblast,2021-10-16,45703,995,,
Russia,Tatarstan Republic,2021-10-16,28466,839,,
Russia,Tomsk Oblast,2021-10-16,45330,578,,
Russia,Tula Oblast,2021-10-16,56992,3214,,
Russia,Tver Oblast,2021-10-16,71114,1739,,
Russia,Tyumen Oblast,2021-10-16,65952,2113,,
Russia,Tyva Republic,2021-10-16,27569,282,,
Russia,Udmurt Republic,2021-10-16,57953,2358,,
Russia,Ulyanovsk Oblast,2021-10-16,88594,2796,,
Russia,Vladimir Oblast,2021-10-16,58199,2084,,
Russia,Volgograd Oblast,2021-10-16,97967,3154,,
Russia,Vologda Oblast,2021-10-16,73245,2049,,
Russia,Voronezh Oblast,2021-10-16,143248,4644,,
Russia,Yamalo-Nenets Autonomous Okrug,2021-10-16,52210,717,,
Russia,Yaroslavl Oblast,2021-10-16,65069,1289,,
Russia,Zabaykalsky Krai,2021-10-16,72287,1247,,
Russia,Adygea Republic,2021-10-17,20571,496,,
Russia,Altai Krai,2021-10-17,82728,4577,,
Russia,Altai Republic,2021-10-17,22197,383,,
Russia,Amur Oblast,2021-10-17,37668,470,,
Russia,Arkhangelsk Oblast,2021-10-17,94828,1232,,
Russia,Astrakhan Oblast,2021-10-17,62825,1822,,
Russia,Bashkortostan Republic,2021-10-17,76813,2124,,
Russia,Belgorod Oblast,2021-10-17,57915,1242,,
Russia,Bryansk Oblast,2021-10-17,70353,1649,,
Russia,Buryatia Republic,2021-10-17,60771,1913,,
Russia,Chechen Republic,2021-10-17,23831,664,,
Russia,Chelyabinsk Oblast,2021-10-17,102817,3844,,
Russia,Chukotka Autonomous Okrug,2021-10-17,2128,18,,
Russia,Chuvashia Republic,2021-10-17,35704,2532,,
Russia,Dagestan Republic,2021-10-17,53915,2647,,
Russia,Ingushetia Republic,2021-10-17,22633,348,,
Russia,Irkutsk Oblast,2021-10-17,115673,5036,,
Russia,Ivanovo Oblast,2021-10-17,52277,1714,,
Russia,Jewish Autonomous Okrug,2021-10-17,8656,281,,
Russia,Kabardino-Balkarian Republic,2021-10-17,33438,856,,
Russia,Kaliningrad Oblast,2021-10-17,59601,822,,
Russia,Kalmykia Republic,2021-10-17,31457,635,,
Russia,Kaluga Oblast,2021-10-17,50601,785,,
Russia,Kamchatka Krai,2021-10-17,20412,400,,
Russia,Karachay-Cherkess Republic,2021-10-17,26458,702,,
Russia,Karelia Republic,2021-10-17,69968,929,,
Russia,Kemerovo Oblast,2021-10-17,59717,1389,,
Russia,Khabarovsk Krai,2021-10-17,89041,860,,
Russia,Khakassia Republic,2021-10-17,41195,1225,,
Russia,Khanty-Mansi Autonomous Okrug,2021-10-17,78648,1198,,
Russia,Kirov Oblast,2021-10-17,60402,564,,
Russia,Komi Republic,2021-10-17,74595,1887,,
Russia,Kostroma Oblast,2021-10-17,36107,841,,
Russia,Krasnodar Krai,2021-10-17,77841,6817,,
Russia,Krasnoyarsk Krai,2021-10-17,123030,6208,,
Russia,Kurgan Oblast,2021-10-17,36035,759,,
Russia,Kursk Oblast,2021-10-17,61792,1533,,
Russia,Leningrad Oblast,2021-10-17,73702,2508,,
Russia,Lipetsk Oblast,2021-10-17,57637,1854,,
Russia,Magadan Oblast,2021-10-17,11362,270,,
Russia,Mari El Republic,2021-10-17,20876,648,,
Russia,Mordovia Republic,2021-10-17,29792,632,,
Russia,Moscow,2021-10-17,1719414,30163,,
Russia,Moscow Oblast,2021-10-17,480284,8344,,
Russia,Murmansk Oblast,2021-10-17,75647,2205,,
Russia,Nenets Autonomous Okrug,2021-10-17,2534,51,,
Russia,Nizhny Novgorod Oblast,2021-10-17,180522,7168,,
Russia,North Ossetia - Alania Republic,2021-10-17,24220,663,,
Russia,Novgorod Oblast,2021-10-17,47203,469,,
Russia,Novosibirsk Oblast,2021-10-17,66797,3193,,
Russia,Omsk Oblast,2021-10-17,90915,2334,,
Russia,Orel Oblast,2021-10-17,49351,1031,,
Russia,Orenburg Oblast,2021-10-17,83690,2290,,
Russia,Penza Oblast,2021-10-17,75349,3146,,
Russia,Perm Krai,2021-10-17,110763,5356,,
Russia,Primorsky Krai,2021-10-17,72639,1212,,
Russia,Pskov Oblast,2021-10-17,53905,852,,
Russia,Rostov Oblast,2021-10-17,147648,7303,,
Russia,Ryazan Oblast,2021-10-17,44992,1261,,
Russia,Saint Petersburg,2021-10-17,663639,22897,,
Russia,Sakha (Yakutiya) Republic,2021-10-17,58182,1339,,
Russia,Sakhalin Oblast,2021-10-17,33958,335,,
Russia,Samara Oblast,2021-10-17,117079,4276,,
Russia,Saratov Oblast,2021-10-17,94768,3484,,
Russia,Smolensk Oblast,2021-10-17,54488,1833,,
Russia,Stavropol Krai,2021-10-17,92040,3552,,
Russia,Sverdlovsk Oblast,2021-10-17,148312,7010,,
Russia,Tambov Oblast,2021-10-17,45864,1003,,
Russia,Tatarstan Republic,2021-10-17,28587,847,,
Russia,Tomsk Oblast,2021-10-17,45464,578,,
Russia,Tula Oblast,2021-10-17,57164,3226,,
Russia,Tver Oblast,2021-10-17,71444,1745,,
Russia,Tyumen Oblast,2021-10-17,66247,2137,,
Russia,Tyva Republic,2021-10-17,27632,282,,
Russia,Udmurt Republic,2021-10-17,58314,2361,,
Russia,Ulyanovsk Oblast,2021-10-17,88958,2809,,
Russia,Vladimir Oblast,2021-10-17,58487,2101,,
Russia,Volgograd Oblast,2021-10-17,98352,3176,,
Russia,Vologda Oblast,2021-10-17,73555,2059,,
Russia,Voronezh Oblast,2021-10-17,143921,4671,,
Russia,Yamalo-Nenets Autonomous Okrug,2021-10-17,52332,720,,
Russia,Yaroslavl Oblast,2021-10-17,65310,1295,,
Russia,Zabaykalsky Krai,2021-10-17,72549,1251,,
Russia,Adygea Republic,2021-10-18,20637,500,,
Russia,Altai Krai,2021-10-18,83097,4603,,
Russia,Altai Republic,2021-10-18,22246,384,,
Russia,Amur Oblast,2021-10-18,37803,473,,
Russia,Arkhangelsk Oblast,2021-10-18,95177,1232,,
Russia,Astrakhan Oblast,2021-10-18,63059,1835,,
Russia,Bashkortostan Republic,2021-10-18,77473,2160,,
Russia,Belgorod Oblast,2021-10-18,58209,1246,,
Russia,Bryansk Oblast,2021-10-18,70702,1660,,
Russia,Buryatia Republic,2021-10-18,60918,1917,,
Russia,Chechen Republic,2021-10-18,23910,667,,
Russia,Chelyabinsk Oblast,2021-10-18,103234,3871,,
Russia,Chukotka Autonomous Okrug,2021-10-18,2145,19,,
Russia,Chuvashia Republic,2021-10-18,35822,2542,,
Russia,Dagestan Republic,2021-10-18,54050,2660,,
Russia,Ingushetia Republic,2021-10-18,22698,348,,
Russia,Irkutsk Oblast,2021-10-18,116070,5055,,
Russia,Ivanovo Oblast,2021-10-18,52483,1721,,
Russia,Jewish Autonomous Okrug,2021-10-18,8693,283,,
Russia,Kabardino-Balkarian Republic,2021-10-18,33545,863,,
Russia,Kaliningrad Oblast,2021-10-18,59910,822,,
Russia,Kalmykia Republic,2021-10-18,31517,636,,
Russia,Kaluga Oblast,2021-10-18,50760,789,,
Russia,Kamchatka Krai,2021-10-18,20453,404,,
Russia,Karachay-Cherkess Republic,2021-10-18,26524,705,,
Russia,Karelia Republic,2021-10-18,70253,933,,
Russia,Kemerovo Oblast,2021-10-18,59927,1394,,
Russia,Khabarovsk Krai,2021-10-18,89352,865,,
Russia,Khakassia Republic,2021-10-18,41351,1229,,
Russia,Khanty-Mansi Autonomous Okrug,2021-10-18,78878,1205,,
Russia,Kirov Oblast,2021-10-18,60617,567,,
Russia,Komi Republic,2021-10-18,74867,1889,,
Russia,Kostroma Oblast,2021-10-18,36269,845,,
Russia,Krasnodar Krai,2021-10-18,78095,6855,,
Russia,Krasnoyarsk Krai,2021-10-18,123520,6233,,
Russia,Kurgan Oblast,2021-10-18,36213,767,,
Russia,Kursk Oblast,2021-10-18,62073,1538,,
Russia,Leningrad Oblast,2021-10-18,73998,2509,,
Russia,Lipetsk Oblast,2021-10-18,57949,1867,,
Russia,Magadan Oblast,2021-10-18,11382,271,,
Russia,Mari El Republic,2021-10-18,20969,654,,
Russia,Mordovia Republic,2021-10-18,29908,637,,
Russia,Moscow,2021-10-18,1726237,30232,,
Russia,Moscow Oblast,2021-10-18,483052,8357,,
Russia,Murmansk Oblast,2021-10-18,75849,2213,,
Russia,Nenets Autonomous Okrug,2021-10-18,2546,51,,
Russia,Nizhny Novgorod Oblast,2021-10-18,181237,7206,,
Russia,North Ossetia - Alania Republic,2021-10-18,24307,667,,
Russia,Novgorod Oblast,2021-10-18,47402,474,,
Russia,Novosibirsk Oblast,2021-10-18,67042,3209,,
Russia,Omsk Oblast,2021-10-18,91311,2344,,
Russia,Orel Oblast,2021-10-18,49592,1034,,
Russia,Orenburg Oblast,2021-10-18,84089,2306,,
Russia,Penza Oblast,2021-10-18,75664,3170,,
Russia,Perm Krai,2021-10-18,111364,5386,,
Russia,Primorsky Krai,2021-10-18,72871,1216,,
Russia,Pskov Oblast,2021-10-18,54159,852,,
Russia,Rostov Oblast,2021-10-18,148234,7329,,
Russia,Ryazan Oblast,2021-10-18,45184,1269,,
Russia,Saint Petersburg,2021-10-18,666736,22964,,
Russia,Sakha (Yakutiya) Republic,2021-10-18,58434,1348,,
Russia,Sakhalin Oblast,2021-10-18,34005,335,,
Russia,Samara Oblast,2021-10-18,117994,4301,,
Russia,Saratov Oblast,2021-10-18,95176,3503,,
Russia,Smolensk Oblast,2021-10-18,54899,1839,,
Russia,Stavropol Krai,2021-10-18,92419,3583,,
Russia,Sverdlovsk Oblast,2021-10-18,148908,7047,,
Russia,Tambov Oblast,2021-10-18,46023,1008,,
Russia,Tatarstan Republic,2021-10-18,28716,857,,
Russia,Tomsk Oblast,2021-10-18,45601,580,,
Russia,Tula Oblast,2021-10-18,57340,3242,,
Russia,Tver Oblast,2021-10-18,71776,1747,,
Russia,Tyumen Oblast,2021-10-18,66545,2164,,
Russia,Tyva Republic,2021-10-18,27696,282,,
Russia,Udmurt Republic,2021-10-18,58682,2363,,
Russia,Ulyanovsk Oblast,2021-10-18,89322,2822,,
Russia,Vladimir Oblast,2021-10-18,58779,2120,,
Russia,Volgograd Oblast,2021-10-18,98734,3199,,
Russia,Vologda Oblast,2021-10-18,73862,2071,,
Russia,Voronezh Oblast,2021-10-18,144597,4700,,
Russia,Yamalo-Nenets Autonomous Okrug,2021-10-18,52456,723,,
Russia,Yaroslavl Oblast,2021-10-18,65547,1302,,
Russia,Zabaykalsky Krai,2021-10-18,72820,1255,,
Russia,Adygea Republic,2021-10-19,20702,504,,
Russia,Altai Krai,2021-10-19,83471,4632,,
Russia,Altai Republic,2021-10-19,22278,384,,
Russia,Amur Oblast,2021-10-19,37941,473,,
Russia,Arkhangelsk Oblast,2021-10-19,95535,1232,,
Russia,Astrakhan Oblast,2021-10-19,63295,1844,,
Russia,Bashkortostan Republic,2021-10-19,78137,2195,,
Russia,Belgorod Oblast,2021-10-19,58507,1250,,
Russia,Bryansk Oblast,2021-10-19,71059,1674,,
Russia,Buryatia Republic,2021-10-19,61063,1922,,
Russia,Chechen Republic,2021-10-19,23990,668,,
Russia,Chelyabinsk Oblast,2021-10-19,103653,3899,,
Russia,Chukotka Autonomous Okrug,2021-10-19,2163,19,,
Russia,Chuvashia Republic,2021-10-19,35953,2560,,
Russia,Dagestan Republic,2021-10-19,54186,2671,,
Russia,Ingushetia Republic,2021-10-19,22766,350,,
Russia,Irkutsk Oblast,2021-10-19,116465,5078,,
Russia,Ivanovo Oblast,2021-10-19,52688,1729,,
Russia,Jewish Autonomous Okrug,2021-10-19,8731,284,,
Russia,Kabardino-Balkarian Republic,2021-10-19,33654,869,,
Russia,Kaliningrad Oblast,2021-10-19,60224,826,,
Russia,Kalmykia Republic,2021-10-19,31576,637,,
Russia,Kaluga Oblast,2021-10-19,50915,793,,
Russia,Kamchatka Krai,2021-10-19,20494,406,,
Russia,Karachay-Cherkess Republic,2021-10-19,26591,715,,
Russia,Karelia Republic,2021-10-19,70536,936,,
Russia,Kemerovo Oblast,2021-10-19,60143,1400,,
Russia,Khabarovsk Krai,2021-10-19,89667,868,,
Russia,Khakassia Republic,2021-10-19,41511,1230,,
Russia,Khanty-Mansi Autonomous Okrug,2021-10-19,79109,1214,,
Russia,Kirov Oblast,2021-10-19,60832,569,,
Russia,Komi Republic,2021-10-19,75145,1891,,
Russia,Kostroma Oblast,2021-10-19,36434,848,,
Russia,Krasnodar Krai,2021-10-19,78349,6895,,
Russia,Krasnoyarsk Krai,2021-10-19,124024,6256,,
Russia,Kurgan Oblast,2021-10-19,36392,770,,
Russia,Kursk Oblast,2021-10-19,62359,1544,,
Russia,Leningrad Oblast,2021-10-19,74301,2509,,
Russia,Lipetsk Oblast,2021-10-19,58267,1880,,
Russia,Magadan Oblast,2021-10-19,11400,272,,
Russia,Mari El Republic,2021-10-19,21068,655,,
Russia,Mordovia Republic,2021-10-19,30029,642,,
Russia,Moscow,2021-10-19,1731937,30305,,
Russia,Moscow Oblast,2021-10-19,486007,8364,,
Russia,Murmansk Oblast,2021-10-19,76047,2221,,
Russia,Nenets Autonomous Okrug,2021-10-19,2560,53,,
Russia,Nizhny Novgorod Oblast,2021-10-19,181952,7245,,
Russia,North Ossetia - Alania Republic,2021-10-19,24395,669,,
Russia,Novgorod Oblast,2021-10-19,47604,477,,
Russia,Novosibirsk Oblast,2021-10-19,67299,3217,,
Russia,Omsk Oblast,2021-10-19,91709,2353,,
Russia,Orel Oblast,2021-10-19,49840,1036,,
Russia,Orenburg Oblast,2021-10-19,84491,2329,,
Russia,Penza Oblast,2021-10-19,75986,3197,,
Russia,Perm Krai,2021-10-19,111964,5419,,
Russia,Primorsky Krai,2021-10-19,73107,1221,,
Russia,Pskov Oblast,2021-10-19,54413,856,,
Russia,Rostov Oblast,2021-10-19,148821,7358,,
Russia,Ryazan Oblast,2021-10-19,45378,1279,,
Russia,Saint Petersburg,2021-10-19,669956,23032,,
Russia,Sakha (Yakutiya) Republic,2021-10-19,58694,1356,,
Russia,Sakhalin Oblast,2021-10-19,34025,338,,
Russia,Samara Oblast,2021-10-19,118915,4318,,
Russia,Saratov Oblast,2021-10-19,95587,3523,,
Russia,Smolensk Oblast,2021-10-19,55324,1846,,
Russia,Stavropol Krai,2021-10-19,92800,3618,,
Russia,Sverdlovsk Oblast,2021-10-19,149502,7086,,
Russia,Tambov Oblast,2021-10-19,46185,1015,,
Russia,Tatarstan Republic,2021-10-19,28848,866,,
Russia,Tomsk Oblast,2021-10-19,45751,580,,
Russia,Tula Oblast,2021-10-19,57513,3257,,
Russia,Tver Oblast,2021-10-19,72114,1755,,
Russia,Tyumen Oblast,2021-10-19,66854,2186,,
Russia,Tyva Republic,2021-10-19,27761,282,,
Russia,Udmurt Republic,2021-10-19,59051,2374,,
Russia,Ulyanovsk Oblast,2021-10-19,89692,2837,,
Russia,Vladimir Oblast,2021-10-19,59073,2133,,
Russia,Volgograd Oblast,2021-10-19,99114,3220,,
Russia,Vologda Oblast,2021-10-19,74173,2080,,
Russia,Voronezh Oblast,2021-10-19,145286,4726,,
Russia,Yamalo-Nenets Autonomous Okrug,2021-10-19,52582,725,,
Russia,Yaroslavl Oblast,2021-10-19,65790,1309,,
Russia,Zabaykalsky Krai,2021-10-19,73095,1260,,
Russia,Adygea Republic,2021-10-20,20766,510,,
Russia,Altai Krai,2021-10-20,83853,4652,,
Russia,Altai Republic,2021-10-20,22323,386,,
Russia,Amur Oblast,2021-10-20,38077,474,,
Russia,Arkhangelsk Oblast,2021-10-20,95901,1232,,
Russia,Astrakhan Oblast,2021-10-20,63539,1856,,
Russia,Bashkortostan Republic,2021-10-20,78805,2232,,
Russia,Belgorod Oblast,2021-10-20,58808,1256,,
Russia,Bryansk Oblast,2021-10-20,71428,1689,,
Russia,Buryatia Republic,2021-10-20,61214,1925,,
Russia,Chechen Republic,2021-10-20,24077,670,,
Russia,Chelyabinsk Oblast,2021-10-20,104075,3927,,
Russia,Chukotka Autonomous Okrug,2021-10-20,2181,19,,
Russia,Chuvashia Republic,2021-10-20,36090,2575,,
Russia,Dagestan Republic,2021-10-20,54326,2675,,
Russia,Ingushetia Republic,2021-10-20,22832,352,,
Russia,Irkutsk Oblast,2021-10-20,116864,5100,,
Russia,Ivanovo Oblast,2021-10-20,52898,1741,,
Russia,Jewish Autonomous Okrug,2021-10-20,8772,285,,
Russia,Kabardino-Balkarian Republic,2021-10-20,33766,875,,
Russia,Kaliningrad Oblast,2021-10-20,60545,826,,
Russia,Kalmykia Republic,2021-10-20,31636,637,,
Russia,Kaluga Oblast,2021-10-20,51074,798,,
Russia,Kamchatka Krai,2021-10-20,20535,409,,
Russia,Karachay-Cherkess Republic,2021-10-20,26657,725,,
Russia,Karelia Republic,2021-10-20,70862,937,,
Russia,Kemerovo Oblast,2021-10-20,60362,1404,,
Russia,Khabarovsk Krai,2021-10-20,89995,872,,
Russia,Khakassia Republic,2021-10-20,41676,1237,,
Russia,Khanty-Mansi Autonomous Okrug,2021-10-20,79342,1225,,
Russia,Kirov Oblast,2021-10-20,61049,572,,
Russia,Komi Republic,2021-10-20,75432,1892,,
Russia,Kostroma Oblast,2021-10-20,36600,849,,
Russia,Krasnodar Krai,2021-10-20,78603,6934,,
Russia,Krasnoyarsk Krai,2021-10-20,124547,6278,,
Russia,Kurgan Oblast,2021-10-20,36574,772,,
Russia,Kursk Oblast,2021-10-20,62650,1549,,
Russia,Leningrad Oblast,2021-10-20,74609,2512,,
Russia,Lipetsk Oblast,2021-10-20,58593,1895,,
Russia,Magadan Oblast,2021-10-20,11420,272,,
Russia,Mari El Republic,2021-10-20,21171,657,,
Russia,Mordovia Republic,2021-10-20,30155,648,,
Russia,Moscow,2021-10-20,1737784,30381,,
Russia,Moscow Oblast,2021-10-20,488597,8376,,
Russia,Murmansk Oblast,2021-10-20,76255,2229,,
Russia,Nenets Autonomous Okrug,2021-10-20,2576,54,,
Russia,Nizhny Novgorod Oblast,2021-10-20,182680,7285,,
Russia,North Ossetia - Alania Republic,2021-10-20,24484,672,,
Russia,Novgorod Oblast,2021-10-20,47809,481,,
Russia,Novosibirsk Oblast,2021-10-20,67570,3232,,
Russia,Omsk Oblast,2021-10-20,92111,2361,,
Russia,Orel Oblast,2021-10-20,50095,1040,,
Russia,Orenburg Oblast,2021-10-20,84890,2353,,
Russia,Penza Oblast,2021-10-20,76313,3225,,
Russia,Perm Krai,2021-10-20,112572,5453,,
Russia,Primorsky Krai,2021-10-20,73347,1223,,
Russia,Pskov Oblast,2021-10-20,54672,862,,
Russia,Rostov Oblast,2021-10-20,149403,7388,,
Russia,Ryazan Oblast,2021-10-20,45571,1289,,
Russia,Saint Petersburg,2021-10-20,673230,23094,,
Russia,Sakha (Yakutiya) Republic,2021-10-20,58970,1361,,
Russia,Sakhalin Oblast,2021-10-20,34082,341,,
Russia,Samara Oblast,2021-10-20,119845,4344,,
Russia,Saratov Oblast,2021-10-20,96006,3544,,
Russia,Smolensk Oblast,2021-10-20,55780,1854,,
Russia,Stavropol Krai,2021-10-20,93188,3651,,
Russia,Sverdlovsk Oblast,2021-10-20,150105,7124,,
Russia,Tambov Oblast,2021-10-20,46352,1023,,
