negara,provinsi,tanggal,terkonfirmasi,meninggal,sembuh,aktif
Russia,Kostroma Oblast,2021-07-13,24741,553,20770,3418
Russia,Krasnodar Krai,2021-07-13,54615,3706,46105,4804
Russia,Krasnoyarsk Krai,2021-07-13,82241,4105,71759,6377
Russia,Kurgan Oblast,2021-07-13,23556,468,22102,986
Russia,Kursk Oblast,2021-07-13,42976,995,40902,1079
Russia,Leningrad Oblast,2021-07-13,51687,1901,45770,4016
Russia,Lipetsk Oblast,2021-07-13,35433,980,31093,3360
Russia,Magadan Oblast,2021-07-13,8987,127,8482,378
Russia,Mari El Republic,2021-07-13,15022,330,14152,540
Russia,Mordovia Republic,2021-07-13,22682,360,20250,2072
Russia,Moscow,2021-07-13,1439632,23858,1242987,172787
Russia,Moscow Oblast,2021-07-13,347562,6774,279667,61121
Russia,Murmansk Oblast,2021-07-13,57253,1408,49952,5893
Russia,Nenets Autonomous Okrug,2021-07-13,1350,10,1190,150
Russia,Nizhny Novgorod Oblast,2021-07-13,130947,4567,120143,6237
Russia,North Ossetia - Alania Republic,2021-07-13,17743,234,16775,734
Russia,Novgorod Oblast,2021-07-13,33677,188,32274,1215
Russia,Novosibirsk Oblast,2021-07-13,49142,2172,42940,4030
Russia,Omsk Oblast,2021-07-13,54742,1555,50879,2308
Russia,Orel Oblast,2021-07-13,38632,777,36557,1298
Russia,Orenburg Oblast,2021-07-13,50821,1160,44117,5544
Russia,Penza Oblast,2021-07-13,52042,1269,45763,5010
Russia,Perm Krai,2021-07-13,65576,2863,58289,4424
Russia,Primorsky Krai,2021-07-13,49894,847,44152,4895
Russia,Pskov Oblast,2021-07-13,41401,509,34326,6566
Russia,Rostov Oblast,2021-07-13,103050,4854,91940,6256
Russia,Ryazan Oblast,2021-07-13,32726,708,30743,1275
Russia,Saint Petersburg,2021-07-13,493893,17707,471562,4624
Russia,Sakha (Yakutiya) Republic,2021-07-13,42563,811,38793,2959
Russia,Sakhalin Oblast,2021-07-13,25613,80,24244,1289
Russia,Samara Oblast,2021-07-13,70481,2419,66751,1311
Russia,Saratov Oblast,2021-07-13,68736,1497,64476,2763
Russia,Smolensk Oblast,2021-07-13,37886,1210,32707,3969
Russia,Stavropol Krai,2021-07-13,59531,1759,54735,3037
Russia,Sverdlovsk Oblast,2021-07-13,98592,4040,91790,2762
Russia,Tambov Oblast,2021-07-13,35953,641,34117,1195
Russia,Tatarstan Republic,2021-07-13,23000,567,20570,1863
Russia,Tomsk Oblast,2021-07-13,35116,487,32951,1678
Russia,Tula Oblast,2021-07-13,44762,2304,40051,2407
Russia,Tver Oblast,2021-07-13,48905,1254,42561,5090
Russia,Tyumen Oblast,2021-07-13,41801,783,39586,1432
Russia,Tyva Republic,2021-07-13,18049,226,16736,1087
Russia,Udmurt Republic,2021-07-13,37262,1102,32759,3401
Russia,Ulyanovsk Oblast,2021-07-13,61091,1799,57808,1484
Russia,Vladimir Oblast,2021-07-13,39255,1321,36606,1328
Russia,Volgograd Oblast,2021-07-13,65745,1611,60418,3716
Russia,Vologda Oblast,2021-07-13,50654,1250,45618,3786
Russia,Voronezh Oblast,2021-07-13,95533,3320,90249,1964
Russia,Yamalo-Nenets Autonomous Okrug,2021-07-13,41382,442,39517,1423
Russia,Yaroslavl Oblast,2021-07-13,46124,768,41900,3456
Russia,Zabaykalsky Krai,2021-07-13,50923,810,46185,3928
Russia,Adygea Republic,2021-07-14,15487,270,14631,586
Russia,Altai Krai,2021-07-14,57488,2620,47725,7143
Russia,Altai Republic,2021-07-14,18492,259,17388,845
Russia,Amur Oblast,2021-07-14,25549,319,23865,1365
Russia,Arkhangelsk Oblast,2021-07-14,70211,1059,66607,2545
Russia,Astrakhan Oblast,2021-07-14,38732,921,35227,2584
Russia,Bashkortostan Republic,2021-07-14,44011,666,40969,2376
Russia,Belgorod Oblast,2021-07-14,42237,807,39924,1506
Russia,Bryansk Oblast,2021-07-14,49057,647,44695,3715
Russia,Buryatia Republic,2021-07-14,48433,1495,43909,3029
Russia,Chechen Republic,2021-07-14,13856,215,12566,1075
Russia,Chelyabinsk Oblast,2021-07-14,68255,1924,62822,3509
Russia,Chukotka Autonomous Okrug,2021-07-14,935,8,765,162
Russia,Chuvashia Republic,2021-07-14,28127,1624,25668,835
Russia,Dagestan Republic,2021-07-14,38309,1595,34416,2298
Russia,Ingushetia Republic,2021-07-14,16714,200,15892,622
Russia,Irkutsk Oblast,2021-07-14,78696,3142,70038,5516
Russia,Ivanovo Oblast,2021-07-14,39519,1336,36818,1365
Russia,Jewish Autonomous Okrug,2021-07-14,5096,162,4415,519
Russia,Kabardino-Balkarian Republic,2021-07-14,25653,535,24121,997
Russia,Kaliningrad Oblast,2021-07-14,39240,555,37238,1447
Russia,Kalmykia Republic,2021-07-14,22866,434,21075,1357
Russia,Kaluga Oblast,2021-07-14,38878,416,36855,1607
Russia,Kamchatka Krai,2021-07-14,15903,238,14296,1369
Russia,Karachay-Cherkess Republic,2021-07-14,21431,215,20469,747
Russia,Karelia Republic,2021-07-14,52758,670,49366,2722
Russia,Kemerovo Oblast,2021-07-14,42451,887,39940,1624
Russia,Khabarovsk Krai,2021-07-14,59894,546,54882,4466
Russia,Khakassia Republic,2021-07-14,27270,660,23989,2621
Russia,Khanty-Mansi Autonomous Okrug,2021-07-14,62116,854,59108,2154
Russia,Kirov Oblast,2021-07-14,48294,405,45625,2264
Russia,Komi Republic,2021-07-14,50409,1094,45920,3395
Russia,Kostroma Oblast,2021-07-14,24868,557,20915,3396
Russia,Krasnodar Krai,2021-07-14,54841,3730,46164,4947
Russia,Krasnoyarsk Krai,2021-07-14,82692,4120,71874,6698
Russia,Kurgan Oblast,2021-07-14,23671,471,22160,1040
Russia,Kursk Oblast,2021-07-14,43168,1002,41055,1111
Russia,Leningrad Oblast,2021-07-14,51938,1914,45844,4180
Russia,Lipetsk Oblast,2021-07-14,35643,988,31240,3415
Russia,Magadan Oblast,2021-07-14,9010,128,8489,393
Russia,Mari El Republic,2021-07-14,15078,330,14184,564
Russia,Mordovia Republic,2021-07-14,22740,362,20292,2086
Russia,Moscow,2021-07-14,1443598,23967,1250506,169125
Russia,Moscow Oblast,2021-07-14,350031,6797,281454,61780
Russia,Murmansk Oblast,2021-07-14,57513,1416,50006,6091
Russia,Nenets Autonomous Okrug,2021-07-14,1359,10,1201,148
Russia,Nizhny Novgorod Oblast,2021-07-14,131478,4596,120526,6356
Russia,North Ossetia - Alania Republic,2021-07-14,17793,236,16791,766
Russia,Novgorod Oblast,2021-07-14,33832,188,32351,1293
Russia,Novosibirsk Oblast,2021-07-14,49340,2180,43037,4123
Russia,Omsk Oblast,2021-07-14,55076,1561,51082,2433
Russia,Orel Oblast,2021-07-14,38718,780,36638,1300
Russia,Orenburg Oblast,2021-07-14,51097,1165,44243,5689
Russia,Penza Oblast,2021-07-14,52264,1283,45783,5198
Russia,Perm Krai,2021-07-14,65955,2878,58590,4487
Russia,Primorsky Krai,2021-07-14,50151,850,44373,4928
Russia,Pskov Oblast,2021-07-14,41531,514,34414,6603
Russia,Rostov Oblast,2021-07-14,103368,4878,92144,6346
Russia,Ryazan Oblast,2021-07-14,32867,716,30849,1302
Russia,Saint Petersburg,2021-07-14,495835,17809,473458,4568
Russia,Sakha (Yakutiya) Republic,2021-07-14,42666,816,38973,2877
Russia,Sakhalin Oblast,2021-07-14,25699,82,24312,1305
Russia,Samara Oblast,2021-07-14,70721,2432,66927,1362
Russia,Saratov Oblast,2021-07-14,68954,1508,64717,2729
Russia,Smolensk Oblast,2021-07-14,38107,1216,32801,4090
Russia,Stavropol Krai,2021-07-14,59760,1766,54888,3106
Russia,Sverdlovsk Oblast,2021-07-14,99053,4058,92215,2780
Russia,Tambov Oblast,2021-07-14,36050,644,34214,1192
Russia,Tatarstan Republic,2021-07-14,23047,567,20621,1859
Russia,Tomsk Oblast,2021-07-14,35209,491,32970,1748
Russia,Tula Oblast,2021-07-14,44915,2311,40106,2498
Russia,Tver Oblast,2021-07-14,49158,1259,42750,5149
Russia,Tyumen Oblast,2021-07-14,42044,809,39758,1477
Russia,Tyva Republic,2021-07-14,18219,226,16781,1212
Russia,Udmurt Republic,2021-07-14,37404,1106,32799,3499
Russia,Ulyanovsk Oblast,2021-07-14,61312,1808,57932,1572
Russia,Vladimir Oblast,2021-07-14,39484,1325,36843,1316
Russia,Volgograd Oblast,2021-07-14,66017,1623,60532,3862
Russia,Vologda Oblast,2021-07-14,50874,1259,45770,3845
Russia,Voronezh Oblast,2021-07-14,95980,3335,90604,2041
Russia,Yamalo-Nenets Autonomous Okrug,2021-07-14,41496,443,39612,1441
Russia,Yaroslavl Oblast,2021-07-14,46321,772,41992,3557
Russia,Zabaykalsky Krai,2021-07-14,51230,817,46390,4023
Russia,Adygea Republic,2021-07-15,15528,273,14653,602
Russia,Altai Krai,2021-07-15,57753,2639,47736,7378
Russia,Altai Republic,2021-07-15,18552,259,17426,867
Russia,Amur Oblast,2021-07-15,25668,319,23918,1431
Russia,Arkhangelsk Oblast,2021-07-15,70436,1062,66769,2605
Russia,Astrakhan Oblast,2021-07-15,38960,926,35417,2617
Russia,Bashkortostan Republic,2021-07-15,44242,671,41160,2411
Russia,Belgorod Oblast,2021-07-15,42365,812,40035,1518
Russia,Bryansk Oblast,2021-07-15,49381,655,44947,3779
Russia,Buryatia Republic,2021-07-15,48682,1513,44189,2980
Russia,Chechen Republic,2021-07-15,13963,224,12580,1159
Russia,Chelyabinsk Oblast,2021-07-15,68538,1938,62960,3640
Russia,Chukotka Autonomous Okrug,2021-07-15,943,8,765,170
Russia,Chuvashia Republic,2021-07-15,28190,1628,25728,834
Russia,Dagestan Republic,2021-07-15,38507,1600,34575,2332
Russia,Ingushetia Republic,2021-07-15,16766,201,15903,662
Russia,Irkutsk Oblast,2021-07-15,79072,3175,70159,5738
Russia,Ivanovo Oblast,2021-07-15,39623,1339,36887,1397
Russia,Jewish Autonomous Okrug,2021-07-15,5127,163,4418,546
Russia,Kabardino-Balkarian Republic,2021-07-15,25721,538,24145,1038
Russia,Kaliningrad Oblast,2021-07-15,39470,555,37403,1512
Russia,Kalmykia Republic,2021-07-15,22983,435,21109,1439
Russia,Kaluga Oblast,2021-07-15,39004,418,36940,1646
Russia,Kamchatka Krai,2021-07-15,15951,238,14308,1405
Russia,Karachay-Cherkess Republic,2021-07-15,21482,218,20476,788
Russia,Karelia Republic,2021-07-15,52949,674,49544,2731
Russia,Kemerovo Oblast,2021-07-15,42647,892,40121,1634
Russia,Khabarovsk Krai,2021-07-15,60229,551,55158,4520
Russia,Khakassia Republic,2021-07-15,27445,667,24010,2768
Russia,Khanty-Mansi Autonomous Okrug,2021-07-15,62297,861,59244,2192
Russia,Kirov Oblast,2021-07-15,48396,406,45727,2263
Russia,Komi Republic,2021-07-15,50693,1097,46021,3575
Russia,Kostroma Oblast,2021-07-15,24997,560,20966,3471
Russia,Krasnodar Krai,2021-07-15,55070,3755,46229,5086
Russia,Krasnoyarsk Krai,2021-07-15,83160,4136,71999,7025
Russia,Kurgan Oblast,2021-07-15,23788,473,22220,1095
Russia,Kursk Oblast,2021-07-15,43361,1006,41209,1146
Russia,Leningrad Oblast,2021-07-15,52185,1924,45925,4336
Russia,Lipetsk Oblast,2021-07-15,35860,994,31420,3446
Russia,Magadan Oblast,2021-07-15,9037,129,8496,412
Russia,Mari El Republic,2021-07-15,15134,330,14220,584
Russia,Mordovia Republic,2021-07-15,22799,366,20333,2100
Russia,Moscow,2021-07-15,1448835,24068,1258361,166406
Russia,Moscow Oblast,2021-07-15,352475,6818,283330,62327
Russia,Murmansk Oblast,2021-07-15,57775,1425,50074,6276
Russia,Nenets Autonomous Okrug,2021-07-15,1369,10,1209,150
Russia,Nizhny Novgorod Oblast,2021-07-15,132006,4622,120903,6481
Russia,North Ossetia - Alania Republic,2021-07-15,17845,236,16805,804
Russia,Novgorod Oblast,2021-07-15,33988,188,32429,1371
Russia,Novosibirsk Oblast,2021-07-15,49533,2190,43138,4205
Russia,Omsk Oblast,2021-07-15,55412,1564,51288,2560
Russia,Orel Oblast,2021-07-15,38805,783,36719,1303
Russia,Orenburg Oblast,2021-07-15,51375,1169,44375,5831
Russia,Penza Oblast,2021-07-15,52488,1300,45805,5383
Russia,Perm Krai,2021-07-15,66331,2898,58898,4535
Russia,Primorsky Krai,2021-07-15,50406,857,44556,4993
Russia,Pskov Oblast,2021-07-15,41660,514,34585,6561
Russia,Rostov Oblast,2021-07-15,103690,4899,92443,6348
Russia,Ryazan Oblast,2021-07-15,33010,720,30953,1337
Russia,Saint Petersburg,2021-07-15,497789,17917,475384,4488
Russia,Sakha (Yakutiya) Republic,2021-07-15,42771,822,39044,2905
Russia,Sakhalin Oblast,2021-07-15,25789,82,24389,1318
Russia,Samara Oblast,2021-07-15,70984,2449,67102,1433
Russia,Saratov Oblast,2021-07-15,69181,1522,64894,2765
Russia,Smolensk Oblast,2021-07-15,38307,1221,32892,4194
Russia,Stavropol Krai,2021-07-15,59996,1773,54990,3233
Russia,Sverdlovsk Oblast,2021-07-15,99537,4075,92662,2800
Russia,Tambov Oblast,2021-07-15,36144,647,34296,1201
Russia,Tatarstan Republic,2021-07-15,23098,572,20662,1864
Russia,Tomsk Oblast,2021-07-15,35307,491,32984,1832
Russia,Tula Oblast,2021-07-15,45066,2319,40161,2586
Russia,Tver Oblast,2021-07-15,49420,1265,42836,5319
Russia,Tyumen Oblast,2021-07-15,42289,815,39930,1544
Russia,Tyva Republic,2021-07-15,18409,226,16831,1352
Russia,Udmurt Republic,2021-07-15,37544,1111,32842,3591
Russia,Ulyanovsk Oblast,2021-07-15,61541,1818,58060,1663
Russia,Vladimir Oblast,2021-07-15,39718,1337,37081,1300
Russia,Volgograd Oblast,2021-07-15,66293,1632,60650,4011
Russia,Vologda Oblast,2021-07-15,51099,1269,45966,3864
Russia,Voronezh Oblast,2021-07-15,96434,3358,90961,2115
Russia,Yamalo-Nenets Autonomous Okrug,2021-07-15,41612,444,39709,1459
Russia,Yaroslavl Oblast,2021-07-15,46522,777,42088,3657
Russia,Zabaykalsky Krai,2021-07-15,51528,826,46598,4104
Russia,Adygea Republic,2021-07-16,15565,275,14674,616
Russia,Altai Krai,2021-07-16,58020,2656,47795,7569
Russia,Altai Republic,2021-07-16,18616,259,17447,910
Russia,Amur Oblast,2021-07-16,25790,321,23970,1499
Russia,Arkhangelsk Oblast,2021-07-16,70664,1064,66928,2672
Russia,Astrakhan Oblast,2021-07-16,39201,934,35503,2764
Russia,Bashkortostan Republic,2021-07-16,44482,677,41416,2389
Russia,Belgorod Oblast,2021-07-16,42499,814,40144,1541
Russia,Bryansk Oblast,2021-07-16,49698,663,45212,3823
Russia,Buryatia Republic,2021-07-16,48933,1526,44449,2958
Russia,Chechen Republic,2021-07-16,14075,232,12605,1238
Russia,Chelyabinsk Oblast,2021-07-16,68823,1948,63105,3770
Russia,Chukotka Autonomous Okrug,2021-07-16,961,8,765,188
Russia,Chuvashia Republic,2021-07-16,28255,1633,25758,864
Russia,Dagestan Republic,2021-07-16,38705,1607,34735,2363
Russia,Ingushetia Republic,2021-07-16,16820,201,15921,698
Russia,Irkutsk Oblast,2021-07-16,79461,3211,70294,5956
Russia,Ivanovo Oblast,2021-07-16,39725,1342,36965,1418
Russia,Jewish Autonomous Okrug,2021-07-16,5158,164,4420,574
Russia,Kabardino-Balkarian Republic,2021-07-16,25792,542,24170,1080
Russia,Kaliningrad Oblast,2021-07-16,39697,561,37570,1566
Russia,Kalmykia Republic,2021-07-16,23095,437,21148,1510
Russia,Kaluga Oblast,2021-07-16,39134,422,37026,1686
Russia,Kamchatka Krai,2021-07-16,15999,238,14320,1441
Russia,Karachay-Cherkess Republic,2021-07-16,21535,220,20487,828
Russia,Karelia Republic,2021-07-16,53136,677,49718,2741
Russia,Kemerovo Oblast,2021-07-16,42846,898,40304,1644
Russia,Khabarovsk Krai,2021-07-16,60562,555,55426,4581
Russia,Khakassia Republic,2021-07-16,27622,680,24060,2882
Russia,Khanty-Mansi Autonomous Okrug,2021-07-16,62488,866,59424,2198
Russia,Kirov Oblast,2021-07-16,48503,407,45829,2267
Russia,Komi Republic,2021-07-16,50976,1102,46112,3762
Russia,Kostroma Oblast,2021-07-16,25127,563,21048,3516
Russia,Krasnodar Krai,2021-07-16,55302,3780,46292,5230
Russia,Krasnoyarsk Krai,2021-07-16,83641,4153,72149,7339
Russia,Kurgan Oblast,2021-07-16,23908,476,22281,1151
Russia,Kursk Oblast,2021-07-16,43556,1012,41367,1177
Russia,Leningrad Oblast,2021-07-16,52429,1934,46000,4495
Russia,Lipetsk Oblast,2021-07-16,36082,1005,31820,3257
Russia,Magadan Oblast,2021-07-16,9066,130,8506,430
Russia,Mari El Republic,2021-07-16,15191,330,14255,606
Russia,Mordovia Republic,2021-07-16,22859,368,20375,2116
Russia,Moscow,2021-07-16,1454217,24173,1266393,163651
Russia,Moscow Oblast,2021-07-16,354959,6838,285191,62930
Russia,Murmansk Oblast,2021-07-16,58039,1433,50150,6456
Russia,Nenets Autonomous Okrug,2021-07-16,1381,10,1213,158
Russia,Nizhny Novgorod Oblast,2021-07-16,132535,4650,121283,6602
Russia,North Ossetia - Alania Republic,2021-07-16,17898,236,16821,841
Russia,Novgorod Oblast,2021-07-16,34146,188,32509,1449
Russia,Novosibirsk Oblast,2021-07-16,49729,2198,43244,4287
Russia,Omsk Oblast,2021-07-16,55751,1572,51497,2682
Russia,Orel Oblast,2021-07-16,38895,786,36803,1306
Russia,Orenburg Oblast,2021-07-16,51658,1174,44505,5979
Russia,Penza Oblast,2021-07-16,52715,1317,45833,5565
Russia,Perm Krai,2021-07-16,66712,2913,59231,4568
Russia,Primorsky Krai,2021-07-16,50664,860,44802,5002
Russia,Pskov Oblast,2021-07-16,41793,515,34709,6569
Russia,Rostov Oblast,2021-07-16,104020,4918,92731,6371
Russia,Ryazan Oblast,2021-07-16,33149,724,31059,1366
Russia,Saint Petersburg,2021-07-16,499737,18018,477316,4403
Russia,Sakha (Yakutiya) Republic,2021-07-16,42873,826,39074,2973
Russia,Sakhalin Oblast,2021-07-16,25878,85,24454,1339
Russia,Samara Oblast,2021-07-16,71248,2458,67281,1509
Russia,Saratov Oblast,2021-07-16,69410,1538,65118,2754
Russia,Smolensk Oblast,2021-07-16,38511,1228,32988,4295
Russia,Stavropol Krai,2021-07-16,60241,1780,55151,3310
Russia,Sverdlovsk Oblast,2021-07-16,100015,4093,93111,2811
Russia,Tambov Oblast,2021-07-16,36240,650,34394,1196
Russia,Tatarstan Republic,2021-07-16,23149,575,20733,1841
Russia,Tomsk Oblast,2021-07-16,35412,491,33005,1916
Russia,Tula Oblast,2021-07-16,45220,2326,40219,2675
Russia,Tver Oblast,2021-07-16,49687,1270,42879,5538
Russia,Tyumen Oblast,2021-07-16,42538,837,40099,1602
Russia,Tyva Republic,2021-07-16,18604,226,16878,1500
Russia,Udmurt Republic,2021-07-16,37684,1116,32884,3684
Russia,Ulyanovsk Oblast,2021-07-16,61773,1827,58190,1756
Russia,Vladimir Oblast,2021-07-16,39959,1345,37319,1295
Russia,Volgograd Oblast,2021-07-16,66574,1643,60771,4160
Russia,Vologda Oblast,2021-07-16,51326,1276,46164,3886
Russia,Voronezh Oblast,2021-07-16,96896,3382,91320,2194
Russia,Yamalo-Nenets Autonomous Okrug,2021-07-16,41729,445,39808,1476
Russia,Yaroslavl Oblast,2021-07-16,46730,782,42178,3770
Russia,Zabaykalsky Krai,2021-07-16,51831,833,46808,4190
Russia,Adygea Republic,2021-07-17,15604,277,14700,627
Russia,Altai Krai,2021-07-17,58288,2677,47886,7725
Russia,Altai Republic,2021-07-17,18683,259,17475,949
Russia,Amur Oblast,2021-07-17,25915,323,24018,1574
Russia,Arkhangelsk Oblast,2021-07-17,70898,1066,67085,2747
Russia,Astrakhan Oblast,2021-07-17,39457,944,35569,2944
Russia,Bashkortostan Republic,2021-07-17,44726,683,41570,2473
Russia,Belgorod Oblast,2021-07-17,42638,821,40261,1556
Russia,Bryansk Oblast,2021-07-17,50009,672,45421,3916
Russia,Buryatia Republic,2021-07-17,49185,1538,44720,2927
Russia,Chechen Republic,2021-07-17,14194,236,12630,1328
Russia,Chelyabinsk Oblast,2021-07-17,69110,1959,63266,3885
Russia,Chukotka Autonomous Okrug,2021-07-17,976,8,765,203
Russia,Chuvashia Republic,2021-07-17,28319,1638,25808,873
Russia,Dagestan Republic,2021-07-17,38902,1615,34897,2390
Russia,Ingushetia Republic,2021-07-17,16873,201,15934,738
Russia,Irkutsk Oblast,2021-07-17,79858,3249,70438,6171
Russia,Ivanovo Oblast,2021-07-17,39830,1345,37049,1436
Russia,Jewish Autonomous Okrug,2021-07-17,5193,165,4422,606
Russia,Kabardino-Balkarian Republic,2021-07-17,25864,546,24200,1118
Russia,Kaliningrad Oblast,2021-07-17,39927,561,37737,1629
Russia,Kalmykia Republic,2021-07-17,23204,439,21184,1581
Russia,Kaluga Oblast,2021-07-17,39262,425,37112,1725
Russia,Kamchatka Krai,2021-07-17,16046,238,14332,1476
Russia,Karachay-Cherkess Republic,2021-07-17,21587,223,20499,865
Russia,Karelia Republic,2021-07-17,53328,679,49895,2754
Russia,Kemerovo Oblast,2021-07-17,43044,902,40481,1661
Russia,Khabarovsk Krai,2021-07-17,60892,559,55660,4673
Russia,Khakassia Republic,2021-07-17,27798,682,24081,3035
Russia,Khanty-Mansi Autonomous Okrug,2021-07-17,62678,870,59529,2279
Russia,Kirov Oblast,2021-07-17,48611,409,45930,2272
Russia,Komi Republic,2021-07-17,51257,1107,46215,3935
Russia,Kostroma Oblast,2021-07-17,25259,565,21127,3567
Russia,Krasnodar Krai,2021-07-17,55534,3806,46361,5367
Russia,Krasnoyarsk Krai,2021-07-17,84132,4169,72339,7624
Russia,Kurgan Oblast,2021-07-17,24029,476,22338,1215
Russia,Kursk Oblast,2021-07-17,43754,1017,41521,1216
Russia,Leningrad Oblast,2021-07-17,52678,1942,46083,4653
Russia,Lipetsk Oblast,2021-07-17,36310,1012,31986,3312
Russia,Magadan Oblast,2021-07-17,9094,132,8518,444
Russia,Mari El Republic,2021-07-17,15249,335,14288,626
Russia,Mordovia Republic,2021-07-17,22921,371,20416,2134
Russia,Moscow,2021-07-17,1458778,24275,1274036,160467
Russia,Moscow Oblast,2021-07-17,357500,6860,287309,63331
Russia,Murmansk Oblast,2021-07-17,58301,1442,50232,6627
Russia,Nenets Autonomous Okrug,2021-07-17,1393,10,1214,169
Russia,Nizhny Novgorod Oblast,2021-07-17,133070,4678,121666,6726
Russia,North Ossetia - Alania Republic,2021-07-17,17954,236,16836,882
Russia,Novgorod Oblast,2021-07-17,34307,191,32588,1528
Russia,Novosibirsk Oblast,2021-07-17,49916,2205,43361,4350
Russia,Omsk Oblast,2021-07-17,56095,1578,51700,2817
Russia,Orel Oblast,2021-07-17,38989,788,36888,1313
Russia,Orenburg Oblast,2021-07-17,51944,1177,44633,6134
Russia,Penza Oblast,2021-07-17,52946,1335,45864,5747
Russia,Perm Krai,2021-07-17,67102,2928,59583,4591
Russia,Primorsky Krai,2021-07-17,50925,862,45102,4961
Russia,Pskov Oblast,2021-07-17,41924,517,34829,6578
Russia,Rostov Oblast,2021-07-17,104352,4940,93068,6344
Russia,Ryazan Oblast,2021-07-17,33289,728,31163,1398
Russia,Saint Petersburg,2021-07-17,501694,18123,479243,4328
Russia,Sakha (Yakutiya) Republic,2021-07-17,42972,831,39113,3028
Russia,Sakhalin Oblast,2021-07-17,25974,85,24527,1362
Russia,Samara Oblast,2021-07-17,71516,2475,67459,1582
Russia,Saratov Oblast,2021-07-17,69645,1553,65318,2774
Russia,Smolensk Oblast,2021-07-17,38712,1234,33085,4393
Russia,Stavropol Krai,2021-07-17,60494,1787,55250,3457
Russia,Sverdlovsk Oblast,2021-07-17,100507,4109,93562,2836
Russia,Tambov Oblast,2021-07-17,36339,653,34488,1198
Russia,Tatarstan Republic,2021-07-17,23203,578,20766,1859
Russia,Tomsk Oblast,2021-07-17,35526,491,33024,2011
Russia,Tula Oblast,2021-07-17,45370,2334,40279,2757
Russia,Tver Oblast,2021-07-17,49956,1275,42915,5766
Russia,Tyumen Oblast,2021-07-17,42791,853,40265,1673
Russia,Tyva Republic,2021-07-17,18795,226,16922,1647
Russia,Udmurt Republic,2021-07-17,37827,1123,32927,3777
Russia,Ulyanovsk Oblast,2021-07-17,62013,1836,58318,1859
Russia,Vladimir Oblast,2021-07-17,40191,1364,37553,1274
Russia,Volgograd Oblast,2021-07-17,66859,1651,60900,4308
Russia,Vologda Oblast,2021-07-17,51552,1282,46310,3960
Russia,Voronezh Oblast,2021-07-17,97367,3397,91675,2295
Russia,Yamalo-Nenets Autonomous Okrug,2021-07-17,41848,446,39909,1493
Russia,Yaroslavl Oblast,2021-07-17,46934,784,42271,3879
Russia,Zabaykalsky Krai,2021-07-17,52127,841,47020,4266
Russia,Adygea Republic,2021-07-18,15644,279,14729,636
Russia,Altai Krai,2021-07-18,58556,2692,47934,7930
Russia,Altai Republic,2021-07-18,18745,259,17493,993
Russia,Amur Oblast,2021-07-18,26038,323,24062,1653
Russia,Arkhangelsk Oblast,2021-07-18,71126,1067,67241,2818
Russia,Astrakhan Oblast,2021-07-18,39710,955,35607,3148
Russia,Bashkortostan Republic,2021-07-18,44972,688,41688,2596
Russia,Belgorod Oblast,2021-07-18,42773,826,40280,1667
Russia,Bryansk Oblast,2021-07-18,50319,679,45803,3837
Russia,Buryatia Republic,2021-07-18,49434,1550,44905,2979
Russia,Chechen Republic,2021-07-18,14318,240,12655,1423
Russia,Chelyabinsk Oblast,2021-07-18,69401,1971,63439,3991
Russia,Chukotka Autonomous Okrug,2021-07-18,984,8,765,211
Russia,Chuvashia Republic,2021-07-18,28380,1644,25858,878
Russia,Dagestan Republic,2021-07-18,39100,1624,35065,2411
Russia,Ingushetia Republic,2021-07-18,16928,203,15963,762
Russia,Irkutsk Oblast,2021-07-18,80266,3289,70557,6420
Russia,Ivanovo Oblast,2021-07-18,39934,1348,37126,1460
Russia,Jewish Autonomous Okrug,2021-07-18,5231,166,4425,640
Russia,Kabardino-Balkarian Republic,2021-07-18,25936,550,24228,1158
Russia,Kaliningrad Oblast,2021-07-18,40160,565,37897,1698
Russia,Kalmykia Republic,2021-07-18,23319,441,21218,1660
Russia,Kaluga Oblast,2021-07-18,39393,426,37195,1772
Russia,Kamchatka Krai,2021-07-18,16097,238,14344,1515
Russia,Karachay-Cherkess Republic,2021-07-18,21641,228,20514,899
Russia,Karelia Republic,2021-07-18,53518,683,50074,2761
Russia,Kemerovo Oblast,2021-07-18,43247,907,40666,1674
Russia,Khabarovsk Krai,2021-07-18,61221,565,55799,4857
Russia,Khakassia Republic,2021-07-18,27975,683,24181,3111
Russia,Khanty-Mansi Autonomous Okrug,2021-07-18,62865,878,59618,2369
Russia,Kirov Oblast,2021-07-18,48724,411,46028,2285
Russia,Komi Republic,2021-07-18,51541,1113,46293,4135
Russia,Kostroma Oblast,2021-07-18,25392,568,21154,3670
Russia,Krasnodar Krai,2021-07-18,55765,3832,46411,5522
Russia,Krasnoyarsk Krai,2021-07-18,84637,4185,72538,7914
Russia,Kurgan Oblast,2021-07-18,24149,476,22393,1280
Russia,Kursk Oblast,2021-07-18,43951,1023,41669,1259
Russia,Leningrad Oblast,2021-07-18,52924,1952,46159,4813
Russia,Lipetsk Oblast,2021-07-18,36543,1025,32050,3468
Russia,Magadan Oblast,2021-07-18,9124,133,8526,465
Russia,Mari El Republic,2021-07-18,15306,340,14318,648
Russia,Mordovia Republic,2021-07-18,22986,375,20458,2153
Russia,Moscow,2021-07-18,1463135,24381,1281319,157435
Russia,Moscow Oblast,2021-07-18,360054,6884,289506,63664
